CustomerId,Surname,Age,GenderID,EstimatedSalary,GeographyID,Bank DOJ
15789484,Hammond,36,2,27758.36,3,26-05-2017
15696061,Brownless,34,2,110431.51,3,31-01-2019
15641582,Chibugo,43,1,196673.28,3,22-11-2016
15638424,Glauert,35,2,113656.85,3,26-09-2019
15755648,Pisano,21,2,18203,1,28-08-2018
15703793,Konovalova,58,1,28373.86,3,25-12-2019
15620344,McKee,29,1,33953.87,1,03-12-2016
15812518,Palermo,37,2,44203.55,2,29-01-2017
15779052,Ballard,25,2,58426.81,3,06-05-2019
15770811,Wallace,36,1,145562.4,1,01-09-2017
15780961,Cavenagh,21,2,22388,1,09-07-2018
15614049,Hu,55,1,139161.64,1,04-09-2018
15662085,Read,32,2,148210.64,1,14-09-2016
15575185,Bushell,33,1,194239.63,2,15-05-2017
15803136,Postle,41,2,98301.61,3,25-08-2019
15706021,Buley,34,2,171413.66,1,31-10-2016
15663706,Leonard,32,2,136458.19,1,25-05-2016
15641732,Mills,36,2,26019.59,1,15-04-2019
15701164,Onyeorulu,34,2,159235.29,1,17-11-2018
15738751,Beit,46,2,1907.66,1,06-12-2017
15805254,Ndukaku,75,2,114675.75,2,03-11-2019
15762418,Gant,22,1,128643.35,2,27-11-2017
15625759,Rowley,30,1,151869.35,1,24-09-2016
15622897,Sharpe,46,2,93251.42,1,04-11-2017
15767954,Osborne,28,2,156791.36,3,14-04-2019
15757535,Heap,44,2,174205.22,2,28-12-2018
15731511,Ritchie,45,1,147132.46,1,10-01-2016
15809248,Cole,36,2,109614.57,1,04-06-2017
15640635,Capon,29,1,172290.61,1,31-12-2018
15676966,Capon,42,1,85982.47,2,23-04-2019
15699461,Fiorentini,35,1,121277.78,2,03-01-2018
15738721,Graham,41,1,64595.25,2,27-02-2017
15693683,Yuille,29,1,197276.13,3,21-09-2016
15604348,Allard,22,1,99645.04,2,24-08-2019
15633059,Fanucci,34,1,6534.18,1,23-11-2019
15808582,Fu,40,2,161848.03,1,06-12-2019
15743192,Hung,44,2,167162.43,1,15-10-2017
15580146,Hung,31,1,41970.72,1,29-07-2018
15776605,Bradley,36,1,60536.56,2,03-06-2019
15804919,Dunbabin,65,2,177655.68,2,18-11-2019
15613854,Mauldon,46,2,30984.59,2,30-03-2019
15599195,Stiger,32,1,10054.53,3,24-07-2019
15812878,Parsons,36,2,36976.52,3,24-10-2019
15602312,Walkom,33,1,71862.79,2,28-05-2018
15744689,T'ang,35,1,99449.86,3,10-09-2018
15803526,Eremenko,30,1,63082.88,3,03-07-2019
15665790,Rowntree,39,1,27231.26,3,21-09-2019
15715951,Thorpe,42,1,86797.41,1,01-10-2016
15591100,Chiemela,36,1,22994.32,2,14-11-2017
15609618,Fanucci,28,1,101300.94,3,05-10-2019
15675522,Ko,30,2,74169.13,3,31-07-2017
15705512,Welch,37,2,115638.29,3,19-11-2018
15698028,Duncan,41,2,31766.3,1,03-06-2018
15661670,Chidozie,31,2,199725.39,3,26-09-2019
15600781,Wu,34,1,120834.48,3,24-12-2017
15682472,Culbreth,34,1,38131.77,1,05-11-2019
15580203,Kennedy,39,1,100130.95,2,21-12-2016
15690673,Cameron,39,2,141069.88,1,20-06-2019
15760085,Calabresi,48,2,198129.36,3,30-07-2016
15779659,Zetticci,28,2,183646.41,1,16-10-2019
15627360,Fuller,42,1,110265.24,1,22-11-2016
15671137,MacDonald,52,2,8636.05,1,03-12-2018
15782688,Piccio,56,1,46824.08,3,08-12-2018
15575492,Kennedy,41,2,171378.77,1,02-12-2019
15591607,Fernie,24,1,167256.35,1,13-08-2016
15740404,He,34,2,124226.16,1,12-09-2019
15718369,Kaodilinakachukwu,33,2,114935.21,3,13-11-2019
15677871,Cocci,38,1,35608.88,1,13-11-2016
15642004,Alekseeva,25,1,16459.37,1,18-12-2017
15712543,Chinweike,39,1,124411.08,3,07-01-2019
15584518,Arthur,50,2,34941.23,3,23-09-2017
15802381,Li,34,2,167784.28,3,05-12-2017
15610156,Ma,40,1,93165.34,1,21-12-2018
15594408,Chia,48,2,75161.25,2,06-02-2019
15640905,Vasin,35,2,8590.83,2,06-06-2016
15698932,Groves,44,1,189543.9,3,18-10-2016
15724944,Tien,34,1,180427.24,1,28-12-2018
15628145,Forwood,43,2,193318.33,1,07-11-2016
15713483,Greeves,52,1,159123.82,2,28-05-2018
15612350,Taylor,31,2,126213.84,1,02-12-2019
15800703,Madukwe,21,2,54141.5,2,03-06-2018
15705707,Bennelong,29,2,141075.51,2,09-12-2018
15754105,Olisanugo,37,1,24495.03,1,13-09-2019
15703264,Chukwufumnanya,44,1,74836.34,1,15-07-2017
15794413,Harris,32,1,878.87,1,07-09-2019
15650237,Morgan,32,2,89520.75,2,21-10-2018
15759618,Alexeeva,48,2,149892.79,1,03-06-2019
15811589,Metcalfe,42,1,180800.42,2,18-01-2019
15689044,Humphries,37,1,98646.22,1,06-02-2017
15709368,Milne,43,2,109041.53,1,16-11-2019
15679145,Chou,57,1,17941.16,2,05-12-2017
15655007,Li,33,2,82996.47,1,13-12-2019
15623595,Clayton,28,2,92067.35,2,18-07-2019
15589975,Maclean,73,2,104719.66,1,22-08-2017
15804017,Chigolum,33,2,112687.57,3,01-12-2019
15692132,Wilkinson,22,2,84699.56,2,21-10-2019
15641122,Wei,30,1,83473.82,1,02-10-2017
15630910,Treacy,49,2,47125.11,1,24-03-2016
15680772,Hu,36,2,106977.8,2,21-12-2016
15658929,Taverner,29,1,55582.54,2,27-03-2019
15585388,Sherman,31,1,139874.43,3,03-10-2016
15724623,Taubman,24,2,162503.48,3,15-10-2017
15588537,Robinson,41,2,196499.96,2,18-08-2019
15574692,Pinto,39,2,40721.24,2,18-12-2017
15611325,Wood,24,1,53134.3,3,23-09-2016
15587562,Hawkins,29,2,164017.89,1,10-05-2016
15613172,Sun,27,1,155996.96,3,09-12-2017
15651022,Yost,44,1,5472.7,3,07-09-2016
15586310,Ting,30,1,112187.11,1,24-12-2018
15625524,Rowe,40,1,146457.83,1,06-10-2019
15755209,Fu,35,2,27286.1,2,07-12-2019
15645248,Ho,30,2,130553.47,1,12-08-2019
15790355,Okechukwu,36,1,179351.89,3,30-12-2018
15762615,Campbell,40,2,94774.12,2,12-09-2016
15625426,Ashbolt,55,2,8080.85,3,01-01-2017
15716334,Rozier,45,2,19482.5,2,11-12-2017
15789669,Hsia,65,1,48071.61,1,14-06-2016
15621075,Ogbonnaya,45,2,174531.27,3,03-10-2019
15810845,T'ang,42,1,55470.78,1,24-12-2019
15719377,Cocci,50,2,8546.87,1,05-11-2019
15654506,Chang,32,1,95857.18,1,26-09-2017
15771977,T'ao,39,2,194945.8,1,07-01-2017
15708710,Ford,37,2,131521.72,2,03-07-2019
15726676,Marshall,30,1,196108.51,2,06-05-2018
15587421,Tsai,34,2,148564.76,3,30-11-2018
15726931,Onwumelu,41,2,92982.61,1,30-04-2016
15771086,Graham,36,2,17675.36,1,13-06-2016
15756850,Golovanov,40,1,114996.43,1,05-11-2019
15702741,Potts,32,1,86957.42,1,14-12-2019
15679200,Crawford,29,1,128077.8,2,21-12-2019
15594815,Aleshire,35,1,600.36,1,10-09-2018
15635905,Moran,32,2,43001.46,2,19-12-2018
15777892,Samsonova,37,1,158591.12,3,06-12-2018
15656176,Jenkins,57,1,47847.19,1,01-08-2019
15811127,Volkov,35,1,10488.44,1,19-10-2018
15604482,Chiemezie,30,1,5978.2,2,24-10-2017
15622911,Jude,42,1,121409.06,1,09-02-2019
15600974,He,50,1,146145.93,2,26-10-2019
15727868,Onuora,38,2,14374.86,1,12-11-2019
15627801,Ginikanwa,33,1,94670.77,2,17-10-2016
15773039,Ku,37,1,179670.31,1,23-05-2019
15755262,McDonald,41,2,199304.74,2,25-07-2019
15679531,Collins,34,1,151954.39,1,10-12-2017
15684181,Hackett,45,1,142513.5,1,24-12-2017
15612087,Dike,45,1,158264.62,1,18-08-2019
15752047,Trevisano,33,1,169381.9,3,21-09-2018
15624592,Tan,31,1,169915.02,1,02-11-2016
15573152,Glassman,41,2,88852.47,1,29-08-2018
15594917,Miller,34,2,40645.81,1,12-11-2018
15785542,Kornilova,26,1,60427.3,3,16-09-2018
15723488,Watson,47,1,157959.02,3,07-12-2017
15680920,Marchesi,46,1,133007.34,1,08-01-2018
15786308,Millar,33,2,176576.62,2,17-08-2018
15659366,Shih,43,1,34888.04,1,25-12-2019
15774854,Fuller,54,1,28737.71,1,21-03-2016
15725311,Hay,31,2,98178.57,1,06-09-2019
15787155,Yang,30,1,125010.24,2,14-09-2019
15727829,McIntyre,42,1,167984.61,1,08-10-2019
15733247,Stevenson,33,1,4861.72,1,04-01-2017
15568748,Poole,45,1,108872.45,3,29-11-2018
15699029,Bagley,37,1,198252.88,1,12-01-2018
15774393,Ch'ien,30,2,26960.31,1,27-01-2018
15676895,Cattaneo,39,2,85746.52,3,23-04-2018
15637753,O'Sullivan,50,1,77206.25,3,02-09-2017
15605461,Lucas,29,2,61048.53,3,31-12-2017
15808473,Ringrose,72,1,111981.19,1,16-11-2018
15627000,Freeman,40,1,62232.6,1,31-03-2019
15787174,Sergeyev,37,2,156105.03,1,21-11-2019
15723886,Fiore,20,1,150135.38,3,10-06-2017
15704769,Smith,67,2,93146.11,1,18-09-2017
15772896,Dumetochukwu,42,1,33462.94,3,14-10-2019
15711540,Pacheco,29,2,144375,1,06-06-2016
15764866,Synnot,43,2,55803.96,3,29-11-2016
15794056,Johnston,46,2,89048.46,1,28-12-2018
15795149,Stevens,28,1,162812.16,1,03-07-2018
15812009,Grant,38,1,136259.65,2,10-06-2019
15651001,Tsao,39,2,124052.97,3,22-08-2019
15813844,Barnes,37,1,74158.8,1,01-09-2019
15596175,McIntosh,67,1,45071.09,3,26-03-2017
15576269,Madison,34,1,62030.06,2,30-04-2016
15797219,Ifesinachi,40,2,131953.23,1,16-09-2016
15685500,Glazkov,26,1,79414,3,06-09-2019
15599792,Dimauro,26,2,199638.56,1,16-11-2018
15657566,Wieck,24,1,157577.29,3,11-08-2019
15772423,Liao,54,1,134420.75,3,11-09-2019
15628112,Hughes,36,2,99805.99,3,11-05-2019
15753754,Morrison,34,2,97932.68,2,06-04-2018
15793726,Matveyeva,79,2,170968.99,1,15-08-2019
15694717,Ku,37,1,57558.95,3,05-11-2017
15665834,Cheatham,28,1,176713.47,2,21-04-2017
15765297,Yao,41,1,34283.23,2,30-11-2019
15636684,Kirkland,34,1,198637.34,1,11-06-2016
15592979,Rose,34,2,156917.12,3,07-08-2019
15750803,Jess,30,2,50457.2,1,27-07-2018
15607178,Welch,38,1,140075.55,3,20-04-2017
15713853,Ifeajuna,42,1,65323.11,3,03-02-2018
15673481,Morton,48,2,64323.24,2,21-10-2019
15686776,Rossi,32,2,14956.44,1,15-05-2016
15673693,Reppert,26,2,111879.21,1,10-12-2018
15700696,Kang,31,1,18606.23,2,14-12-2018
15813163,Ch'iu,36,2,123137.01,2,02-11-2016
15653857,Wallis,34,1,148528.24,1,22-09-2019
15777076,Clark,36,1,13898.31,1,28-09-2017
15717398,Fielding,39,2,81259.25,2,04-06-2017
15799217,Zetticci,35,2,161051.75,3,21-12-2016
15787071,Dulhunty,41,1,191599.67,2,05-11-2018
15619955,Bevington,34,1,48559.19,3,12-12-2019
15796505,Boyle,34,2,186339.74,3,15-08-2018
15725166,Newton,30,1,33159.37,1,05-11-2017
15800116,Bowman,28,1,93883.53,3,14-05-2019
15758685,Dubinina,37,2,110899.3,2,03-10-2016
15694456,Toscani,62,1,11199.04,1,20-10-2016
15767339,Chiazagomekpere,53,2,189992.97,1,03-05-2017
15683562,Allen,35,1,164255.69,1,24-09-2017
15782210,K'ung,46,1,152167.79,1,29-07-2018
15668893,Wilsmore,39,1,33949.67,1,05-08-2016
15669169,Hargreaves,29,1,68143.93,2,13-03-2018
15643024,Huang,35,1,47251.79,3,20-05-2018
15699389,Ch'ien,42,1,25885.72,1,08-09-2018
15708608,Wallwork,22,2,192633.85,1,05-11-2019
15626144,Chu,40,1,34577.36,1,08-01-2017
15573112,Kang,29,1,161229.84,2,16-03-2018
15790678,Davidson,32,2,100816.29,1,14-02-2018
15727556,O'Donnell,26,2,181694.44,2,23-09-2016
15697307,Nnachetam,34,1,79078.91,2,04-06-2018
15652266,Chidiebele,42,1,137316.32,3,16-07-2017
15607098,Ahmed,41,2,194926.86,2,14-06-2019
15655774,Booth,27,1,51285.49,1,11-11-2017
15590241,Chuang,34,2,150401.53,2,12-12-2019
15785819,Shao,38,1,112491.96,1,18-09-2018
15723654,Tsao,25,1,73656.38,1,15-06-2018
15774510,Tien,31,2,106636.89,1,20-03-2019
15684173,Chang,44,2,155853.52,2,18-01-2016
15650068,Johnson,58,1,162599.51,1,12-09-2016
15811490,French,33,1,103737.82,1,10-12-2017
15803976,Efremov,31,2,160990.27,1,27-12-2016
15682541,Hartley,36,2,15462.84,2,28-04-2018
15695699,Calabrese,35,1,10334.05,1,24-11-2017
15624188,Chiu,33,2,190686.16,1,25-06-2016
15812191,Brennan,33,1,94440.45,1,08-09-2019
15636673,Onwuatuegwu,31,1,28257.63,1,21-11-2018
15594898,Hewitt,43,1,170034.95,1,28-02-2019
15660211,Shih,35,1,31824.29,3,05-04-2018
15773972,Balashov,50,1,127166.49,1,13-09-2016
15746726,Doyle,31,1,44937.01,3,26-09-2019
15712287,Pokrovskii,80,2,188603.07,1,15-10-2016
15702919,Collins,30,1,145111.37,3,31-05-2018
15674398,Russo,38,1,171463.83,1,31-10-2017
15797960,Skinner,59,2,182822.5,3,03-07-2019
15631868,Robertson,36,1,87213.33,2,10-04-2018
15581539,Atkinson,37,1,57175.32,2,14-06-2018
15662736,Doyle,49,1,120540.83,1,21-09-2019
15666252,Ritchie,42,1,28714.34,2,25-03-2018
15677512,McEncroe,22,2,85426.28,2,29-06-2019
15626114,Pearson,24,1,46170.75,1,18-07-2019
15810834,Gordon,57,2,64448.36,2,06-09-2019
15678910,Ts'ai,30,2,16278.97,1,24-03-2016
15694408,Lung,40,1,182855.42,1,06-07-2018
15585215,Yuan,31,2,50404.72,1,29-04-2018
15682757,Pardey,30,1,107640.25,1,06-02-2018
15736601,Tai,35,1,134132.65,1,13-02-2017
15601848,Scott,35,1,103480.69,1,30-05-2018
15736008,Hunter,46,2,108761.05,1,03-05-2017
15669064,Mazzanti,35,1,179012.3,3,02-07-2018
15624528,L?,26,1,95145.14,3,24-12-2017
15598493,Beach,50,1,72143.44,1,01-12-2018
15601274,Hsieh,40,2,19162.89,2,08-12-2016
15702669,Faulkner,44,1,144680.18,3,22-11-2019
15728669,Knowles,30,2,177772.03,3,23-09-2017
15742668,Day,37,2,5597.94,2,15-02-2016
15697441,Hsueh,29,1,116828.51,1,25-11-2017
15740476,Tsao,32,2,174652.51,3,20-03-2017
15648064,Kennedy,33,1,2010.98,1,22-11-2019
15636624,Nwabugwu,39,2,14109.85,2,21-02-2019
15807923,Young,39,2,43527.4,3,02-12-2019
15745844,Kerr,40,2,86099.23,3,02-07-2016
15786170,Tien,31,1,161574.19,1,04-03-2017
15681081,Marrero,47,2,38970.14,2,27-11-2018
15684484,White,22,1,127587.22,1,30-11-2016
15785869,Pisano,25,2,30380.12,1,27-06-2017
15763859,Brown,43,2,90908.95,1,12-08-2017
15658935,Freeman,34,2,138275.01,3,12-04-2016
15747358,Russell,59,1,32171.79,3,21-06-2016
15735203,Seleznyov,32,2,126143.23,3,19-06-2019
15576256,Yusupova,39,1,129892.93,1,16-05-2016
15659420,Foley,32,1,102416.84,2,07-11-2017
15593365,Shih,39,1,18719.67,2,01-01-2016
15777352,Ikedinachukwu,32,2,61936.22,2,29-08-2016
15812007,Power,25,1,78358.94,2,18-12-2019
15625461,Amos,45,2,147224.27,1,15-08-2016
15739438,Reed,30,1,160979.66,1,09-04-2018
15611759,Simmons,57,2,132298.49,2,12-12-2019
15661629,Ricci,34,1,174248.52,2,19-11-2018
15633950,Yen,41,1,123547.28,1,30-12-2017
15592386,Campbell,58,1,32790.02,1,07-09-2019
15803716,West,28,1,181543.67,2,21-03-2016
15696674,Robinson,45,2,2319.96,3,18-04-2017
15706365,Bianchi,50,2,189543.19,1,19-07-2019
15745088,Chen,29,2,10940.4,3,09-01-2017
15676715,Madukaego,68,1,199493.38,1,02-04-2016
15613085,Ibrahimova,33,2,188193.25,2,28-09-2019
15633537,Nolan,42,2,172572.64,3,31-03-2017
15594720,Scott,35,2,189339.6,3,06-12-2019
15684042,Blair,34,1,53512.16,3,28-09-2017
15583303,Monaldo,29,2,34004.44,1,16-11-2019
15611579,Sutherland,42,1,10598.29,2,01-08-2019
15774696,Cole,75,2,113428.77,3,24-12-2019
15694506,Briggs,31,1,183487.98,3,05-09-2018
15688074,Gregory,31,1,187658.09,3,19-03-2016
15759537,Bianchi,35,1,172459.39,3,03-09-2019
15758449,Angelo,39,2,21016,1,07-08-2016
15583456,Gardiner,45,1,122381.02,3,20-09-2018
15667871,Kerr,35,1,128123.66,2,11-02-2018
15677371,Ko,30,2,19570.63,2,01-12-2018
15629677,Distefano,39,2,188150.6,2,27-01-2019
15713578,Farrell,50,2,111020.24,1,31-03-2016
15591509,Milano,36,1,123775.15,1,12-06-2017
15568240,Ting,30,2,146700.22,3,26-05-2019
15622993,Boyd,28,1,145251.35,3,17-04-2018
15689294,Onyemaechi,44,1,82463.69,3,11-03-2017
15720910,Black,66,2,15928.49,1,27-08-2019
15721181,Oliver,46,1,45886.33,2,29-11-2016
15776433,Greco,62,1,186489.95,2,21-05-2017
15748936,Whitehead,45,2,162922.65,2,23-11-2018
15717225,Ikemefuna,21,2,9262.77,1,30-12-2018
15685226,Morrison,29,2,84932.4,3,11-10-2019
15785611,Onyeoruru,38,1,71557.12,3,18-06-2018
15573456,Cunningham,46,1,77405.95,2,28-09-2017
15684548,Demidov,38,1,417.41,2,20-12-2018
15620505,Celis,24,2,71405.17,2,01-06-2016
15807432,Cheng,37,2,153400.24,3,10-12-2016
15584766,Knight,33,1,371.05,1,01-12-2018
15612187,Morin,32,1,67789.99,3,04-12-2017
15762218,Mills,39,2,145894.9,1,23-12-2016
15646372,Outhwaite,66,2,183840.51,1,06-11-2018
15690452,Tung,52,1,108887.44,1,09-07-2017
15747795,Pai,38,2,154071.27,3,01-09-2017
15781589,Carpenter,52,1,179291.85,2,08-06-2019
15732674,Fennell,36,1,56937.43,2,10-12-2018
15642291,Fontaine,23,1,112239.03,1,18-10-2018
15692761,Pratt,36,1,45909.87,1,13-08-2016
15578045,Mitchell,49,2,173779.25,2,06-09-2018
15745354,Franklin,37,2,125696.26,2,31-07-2017
15701376,K'ung,37,1,159585.61,3,09-08-2016
15691625,Ko,41,2,106761.47,3,13-12-2019
15566594,McKenzie,23,1,129590.18,2,12-04-2018
15760431,Pino,38,1,80006.65,1,08-09-2017
15686302,Fisk,31,2,140451.52,2,23-03-2017
15801559,Chiang,41,2,187929.43,3,28-03-2017
15810432,Moseley,35,1,167155.36,2,04-11-2018
15809616,Hsiung,26,1,191420.71,2,04-07-2019
15720559,Heath,61,2,11384.45,3,03-11-2018
15695632,Dellucci,39,2,94898.1,1,10-11-2016
15659843,Li,46,2,106781.59,1,15-12-2016
15615624,De Salis,28,2,159508.52,1,16-09-2019
15810418,T'ang,60,2,93524.19,3,03-12-2019
15716186,Richardson,38,2,87168.46,1,17-04-2016
15674551,Fitch,40,1,8128.32,3,21-03-2016
15622834,Stevenson,35,2,125518.32,1,24-09-2019
15566111,Estes,39,1,48963.59,1,26-01-2016
15784597,Lattimore,26,1,98368.24,1,17-09-2018
15652883,Chung,39,1,148584.61,3,19-09-2017
15806964,Utz,45,1,27474.81,1,11-12-2018
15576313,Wei,40,2,76192.21,3,24-12-2017
15806467,Boyle,40,1,134600.94,3,24-11-2016
15597602,Nwachinemelu,57,1,72467.99,3,08-04-2016
15743040,Kuznetsova,41,1,199645.45,3,08-03-2019
15705521,Pisani,33,2,42749.85,3,25-05-2018
15595039,Manna,37,2,136050.44,3,04-12-2019
15799384,Collier,33,1,73564.44,1,04-05-2019
15581197,Ricci,51,2,85578.63,1,30-09-2017
15693737,Carr,30,2,129826.89,3,30-06-2019
15624623,Hs?,35,1,119666,1,21-10-2018
15783501,Findlay,38,2,68052.08,1,27-08-2018
15690134,Hughes,42,2,164104.74,3,25-11-2019
15782735,Chukwuemeka,35,2,80190.36,1,01-08-2018
15611088,Genovese,31,2,84126.75,1,06-11-2017
15672145,Swift,34,2,70179,1,12-06-2017
15732628,Ugoji,46,1,118024.1,1,04-08-2018
15787470,Parkinson,47,1,145704.19,2,30-10-2017
15803406,Ross,26,2,183049.41,1,17-12-2018
15730460,Oleary,37,1,120906.83,1,25-11-2016
15644572,Turnbull,40,1,100433.83,1,28-08-2018
15694860,Uspensky,38,2,138777,1,13-11-2017
15658169,Cook,47,2,124694.99,2,27-07-2016
15794396,Newbold,38,2,40084.32,3,01-04-2019
15785798,Uchechukwu,40,1,119232.33,1,02-05-2017
15710825,Ch'en,31,1,43921.36,2,15-01-2017
15668444,He,44,2,62222.81,2,17-11-2018
15726631,Hilton,39,2,56577,1,20-12-2016
15733797,Sal,36,1,164253.35,1,23-01-2018
15747960,Eluemuno,33,1,7666.73,1,06-09-2018
15634632,Titus,38,1,68487.51,1,14-06-2018
15707362,Yin,43,1,199273.98,3,30-08-2016
15662976,Lettiere,37,1,186062.36,2,02-12-2019
15732778,Templeman,29,1,195711.16,3,08-05-2018
15718443,Chibuzo,39,1,36692.17,1,07-08-2017
15670039,Sun,25,2,106920.57,2,12-12-2019
15773792,Evans,32,2,48725.68,1,31-12-2019
15613786,Ogbonnaya,26,1,167036.94,2,03-10-2018
15726032,Enyinnaya,33,1,68777.26,1,04-07-2019
15663252,Olisanugo,32,2,18924.92,2,25-08-2019
15593782,Brookes,38,2,71905.77,3,25-12-2019
15633283,Padovano,35,1,64833.28,1,08-12-2017
15749167,Fisk,35,1,184843.77,1,08-09-2018
15759298,Shih,27,1,176730.02,2,18-11-2017
15683625,Hare,37,1,20629.4,1,28-08-2017
15635367,Muir,26,1,28415.36,1,02-12-2016
15681705,Fanucci,28,1,77231.27,1,03-01-2017
15603156,Elewechi,33,2,102750.7,1,11-06-2016
15591986,Johnston,46,1,34580.8,3,18-09-2017
15798888,Pisano,31,2,183598.77,3,09-06-2017
15809722,Ankudinov,40,2,147358.27,1,24-07-2016
15677538,Nwokike,38,1,108469.2,1,12-08-2017
15797736,Smith,29,1,20612.82,1,01-06-2018
15695585,Atkins,34,1,181196.76,2,29-11-2019
15744398,Burns,23,2,160249.1,1,04-12-2019
15750658,Obiuto,37,1,110783.28,1,05-11-2016
15578186,Pirozzi,37,1,144995.33,3,28-11-2019
15676519,George,61,1,150227.85,2,14-09-2016
15637954,Lewis,35,2,53718.28,1,05-11-2019
15758639,Moran,37,1,75248.3,1,19-12-2019
15613772,Dalrymple,39,1,14353.43,1,30-06-2017
15731744,Carslaw,30,1,130486.57,1,17-03-2018
15807709,Kirby,55,2,100127.71,3,12-12-2018
15714689,Houghton,29,1,196356.17,2,15-09-2016
15699005,Martin,41,2,9983.88,1,26-07-2018
15624170,Tan,38,2,118974.77,1,13-02-2019
15725679,Hsia,47,2,194998.34,1,26-03-2017
15585865,Westerberg,38,2,134901.34,1,20-12-2018
15804256,Hale,36,1,72924.56,3,04-09-2017
15662403,Kryukova,32,2,101057.95,1,13-03-2019
15733616,Sopuluchukwu,40,1,142838.64,1,07-11-2019
15591995,Barry,26,1,127059.04,3,09-01-2018
15677020,Selezneva,58,2,116503.92,1,18-10-2017
15727688,Chizuoke,32,1,54405.79,2,03-10-2018
15715941,Lueck,54,1,88721.84,1,09-11-2018
15714485,Udinese,60,1,74135.48,1,20-04-2017
15730059,Udobata,44,1,111346.22,2,31-12-2016
15715527,Freeman,41,2,194902.16,2,08-05-2017
15576623,Outlaw,31,1,31474.27,1,24-09-2017
15805565,Obiuto,30,1,21198.39,3,07-11-2016
15677307,Lo,40,2,186976.6,3,24-11-2018
15773890,Okechukwu,22,1,117202.19,1,17-09-2019
15598883,King,37,2,143739.29,2,28-12-2019
15568506,Forbes,31,2,161811.23,3,14-04-2018
15761043,Macleod,38,2,98090.91,3,14-03-2019
